890,Wonderful course.
891,"This course allowed me to understand graph theory, evaluate graph properties, analitics and routing algorithms. In addition it introduces to neo4j and graphx, that are valuable software platforms for analyzing graphs "
892,"I was unhappy with this. It was clear that this course was pulled together from a superset of other material, and that it was not checked for consistency or completeness. The students were tested on their ability to write down a specific phrase from a video rather than on application of the principles learned from utilization of the graph database tools. (Broccoli -- REALLY???)Further, the lack of response to questions posted in the forum indicates a lack of engagement from instructors and / or facilitators."
893,Need to include more student project design in the course
894,Excellent.
895,First week of 3 min video. Seriously we want to dive into the subject. And the last two weeks should have more content. Felt like much more copy and paste without understanding why you did that. Understand this should be introduction to Big Data... But the price you pay for the introduction is too expensive. 
896,Nice love it.... the best in bigdata
897,best course of the series
898,"Maybe the best course of all the specialisation. Good balance between theory and hand-ons. I would give the fifth star with more details and explanations in some hand-ons (mainly the ones from the last lesson). In summary, a good introductory course to graph analysis."
899,"The material on graph analytics was of introductory level. A string of interesting ideas, with unclear explanations. The lesson on GraphX was basically a copy-paste introduction to it's abilities without actually teaching how to use it. The transcripts are full of mistakes. Someone not proficient in English or hard of hearing would be confused by them. It was somewhat difficult to understand the main lecturer. The best part was the explanation of Neo4j - and it was at an introductory level. A disappointment."
900,"Great course. The reason I did not give it five stars because I thought the last week of the course was not up to par with the first 4 weeks. The lessons on Giraph and GraphX were confusing in my opinion and the hands on exercise did not really clear things up for me. Otherwise, a great course."
901, interesting practices with neo4j 
902,"I enjoyed a lot specially with the additional materials, giving insight to more in-depth concepts. I guess similar approach would help enrich the course if the course could also provide some basics of Scala so that we do not just copy and paste the commands. I am a programmer myself, but scripts like Scala have their own's very special culture that one has to adapt to it. It is not like Java or C++ which are easier to follow. "
903,Very informative with handson exercises. 
904,Suggest to remove the peer-grade assessment as it could be bias :)
905,Excellent course to get acquainted with the Graps 
906,not much explanation about the syntax of the commands given in excercises
907,"Great course to get familiar with graph data, graph big data, and query languages in graph data."
908,"It started well, but it became a little hard when Java came in. Apart from that, it was great."
909,Very good project! Hopefully it will be helpful in my future career!
910,"A good topic to continue building upon big data with Graphs, however Week 5 needs some more understandable examples and exercises. "
911,This is one of the toughest and most interesting course at it deals with big data in graph database. Highly recommend this course to those who wants to know graph database.
912,"Thanks to this program, I was able to obtain a job as a data scientist in a big data environment. I built a graphical database using neo4j, which no one else at my workplace had thought to do. I really appreciate the training I got through this specialization."
913,Very poor explanation and very complicated topics.
914,Lower quality when compared to the previous courses in this specialization. Neo4j is very interesting but it is poorly explained. 
915,Greate Course
916,Great hands on examples! Really enjoyed the Neo4j and GraphX Hands On
917,Displaying handson queries graphically would make it more appealing as it was in Neo4j
918,Good approach for introducing to graph analytics
919,All the complexity of the course is concentrated to the last week.
920,"I would have liked to put 5 stars. This topic is so important and relevant to big data. After week 4 hands on part, it became obvious we will not see how to implement or interpret the more abstract graph concepts presented in week 3. That was very disappointing. Moreover, the structure of the course is not as good as the other module. I don't understand the lack of balance between theory and hands on (Not enough hands on to reflect the theory) part.On a constructive note, I would replace some of the theoretical concepts of week 3 with additional information on how to link a graph database to machine learning OR I would add more hands on exercise to help using those more complex concepts and learn how to interpret them. "
921,"I like the content at a high level, and I have a better appreciation for the value of graph analytics. That being said, I struggled with the GraphX hands on exersizes, where many of the Scala commands simply hung."
922,"Very interesting class, large applications possibilities, unfortunately the hands on machine wont work properly "
923,The concepts are brilliantly taught but the technical part that was programming was rushed through and not explained step by step. This is probably out of scope for this course but would have been good to get a little more technical training
924,Thanks so much you are great people
925,"The neo4j parts were good, and nice introduction to graph terminology and concepts. would like to see detailed hands-on for wk#5 (like wk#4 had w/neo4j, which was very well done). like the tools survey and concepts. would like to see recommendations for other course(s), not necessarily in this series or by UC SanDiego, about where to go for deeper math."
926,"Really Thank you for all the big data course, just a little about the 5th course, Graph analytic, I think can must go to the deeper insight with more explanation, some of the modules was really vague!Thank you"
927,"Not so easy, but well worth it!"
928,"Concepts are explained in a rather structured way and hands-on with Neo4j are interesting.The last part with GraphX is pure copy-paste of orders, it is disappointing and not a good way to practive."
929,"Very good material, very good Neo4j hands on for new comers. The critique goes to the coverage of GraphX hands on which, at least to me, is not explained clear enough"
930,"This course was excellent as an introduction to Graph Analytics and using Neo4j. Not only did I learn a lot, I've been given tasks related to what I've learned in this course after finishing it."
931,Another good and interesting course but the total lack of engagement by the course team and community mentors makes it hard going. 
932,"Good Course to get introduced to Graph Analytics , Neo4j, Cypher Graph Query Language , GraphX through Spark. Really enjoyed hands-on exercises"
933,"The professor is well spoken and the class started out very well. But by the final section the hands on example were simply cut-paste with no explanation of what we were doing or how it worked. It's not the fault of the professor but this course and the Big Data specialization attempts to cover too much information. Graph Analytics should be its own 6 course specialization. But really, to understand graph analytics one should be spending a great deal of time with the subject. Perhaps online courses are not the way to understand such a complex subject."
934,Wonderful course.
935,"This course allowed me to understand graph theory, evaluate graph properties, analitics and routing algorithms. In addition it introduces to neo4j and graphx, that are valuable software platforms for analyzing graphs "
936,"I was unhappy with this. It was clear that this course was pulled together from a superset of other material, and that it was not checked for consistency or completeness. The students were tested on their ability to write down a specific phrase from a video rather than on application of the principles learned from utilization of the graph database tools. (Broccoli -- REALLY???)Further, the lack of response to questions posted in the forum indicates a lack of engagement from instructors and / or facilitators."
937,Need to include more student project design in the course
938,First week of 3 min video. Seriously we want to dive into the subject. And the last two weeks should have more content. Felt like much more copy and paste without understanding why you did that. Understand this should be introduction to Big Data... But the price you pay for the introduction is too expensive. 
939,Nice love it.... the best in bigdata
940,"Maybe the best course of all the specialisation. Good balance between theory and hand-ons. I would give the fifth star with more details and explanations in some hand-ons (mainly the ones from the last lesson). In summary, a good introductory course to graph analysis."
941,"The material on graph analytics was of introductory level. A string of interesting ideas, with unclear explanations. The lesson on GraphX was basically a copy-paste introduction to it's abilities without actually teaching how to use it. The transcripts are full of mistakes. Someone not proficient in English or hard of hearing would be confused by them. It was somewhat difficult to understand the main lecturer. The best part was the explanation of Neo4j - and it was at an introductory level. A disappointment."
942,"Great course. The reason I did not give it five stars because I thought the last week of the course was not up to par with the first 4 weeks. The lessons on Giraph and GraphX were confusing in my opinion and the hands on exercise did not really clear things up for me. Otherwise, a great course."
943, interesting practices with neo4j 
944,The course material is not sufficient to work out the exercises. For the Spark final quiz you will have to take up another course to pass this one. 
945,"The virtual machine for running the environment is, at start, a good idea. But even with 8 core i7 with 8G of RAM laptop, it was sometime painful to process the exercices. Maybe an ubuntu/virtualbox/laptop compatibility..."
946,"Curso notable, completo y did??ctico. Sin embargo algunas tareas se hacen muy complicadas para aquellos sin experiencia ni conocimiento amplio en materia de programaci??n, ya que las instrucciones no ayudan por completo para aquellos m??s inexpertos. "
947,The final quiz was a bit tough and needed understanding and googling
948,"Very interesting course, and a good practical exercise at the end"
949,"What a great relief, after passing that last quiz, it took my entire Memorial Day weekend, after the Microsoft Windows 10 Creators upgrade totally ruined my Virtualbox installation for the Cloudera QuickStart VM. Looks like that is a very very good quiz. "
950,"Great course, only a bit difficult on Spark assignment for the people that are not familiar (or a bit rusty) with python and programming.Thanks againluca"
951,It was A greate course 
952,Excellent!
953,the quiz at the end is impossible to solve with the course content.
954,"Excellent course design, it gives you basic of MongoDB, Splunk and Apache Spark. Happy learning and think BIG DATA"
955,"Very good course, and challenging, by the way. Thanks a lot!"
956,Excellent course and very demanding! I really enjoyed. 
957,Get a better description in the week 6
958,"the course content is critical and as it appears in many interviews, and the fundamental understanding is important for beginners to learn this new area. however I think the software (spark or mongoDB) can be taught in a more systematic way (at least point out some resources that can help people learn them based on individual needs). I understand this course is for beginners and people supposed to learn deeper on themselves. but a road map will be helpful and reduce the pain finishing the tests."
959,I enjoyed this course. I learnt a lot of stuff about Big Data processing in a simple and clear way.
960,Pros: covers lots of good topics about Big DataCons: No real big data exercise
961,"We need more exercises to use phyton and spark because with only the examples the hands on quizes are very complicated and I feel that I'm not understanding very well how to use the bigdata tools, is more like error and proof than real learningthanks a lot!!!"
962,The materials explaining the course are too poor. This is a core course in the specialization.The quizzes are out of the material's league
963,"Very Good Course! I'd never used spark before, and doing (and passing) the assignment on it was very rewarding!"
964,"This course is more hands on than previous courses, I've found it very interesting and useful"
965,"I think the last project was very badly positioned and explained. First the Coursera is using Cloudera VM, but if you execute and run the Cloudera Express to set the Cloundera environment up the Coursea exercises do not run There should be a warning!. If you do then the simplest Jupyter exercise it fails - this took me about 10 hours to figure out.Then for the final Project, technically to succeed you must miss country names in all lower case and you cannot match with countries with a 'space' e.g. 'Cape Verdi' and if you try to take any of this into account you do not get the same numbers to pass the test. There needs to be some warning on how to interpret and manage the files so that you get the same numbers being asked for in the test. Again this too me about 10 hours to resolve. Both resolutions ONLY because another colleague is doing the same course and we problem solved together. THIS IS AN AWFUL EXERCISE in frustration due to incomplete details. Not a learning exercise. Just AWFUL...."
966,One of the best ways to start to be in contact with the real Big Data Tools
967,Thank you. Spark in this course is very helpful.
968,Course was excellent. I liked the hands on sessions the most. Not too easy and not too difficult. They encourage you to explore more and learn more.
969,"The course and presentations were very informational and good. I enjoyed that aspect. I would have rated the course 4-5 star based on that. The reason for the low rating was the 6th module, and the fact that I felt very ill prepared for the syntax of creating all the operations in Spark (building out the Jupiter notebook). We really did not cover much of that, and it was quite punishing to search the web and sources to make things work. Even the instructions to export the csv file were misleading at best. I have a full time job and a family, I am not some young undergraduate with copious amounts of time to waste. While I am not opposed to some searching of other sources, I would like to have more of the useful information taught so that it is not so much of a burden. I believe that if you are going to test people on something, you should at least cover it in some sense."
970,The VM doesn't work out of the box sometimes for the hands on activities
971,"A little slower than the last ones, not my favorite but great use of hands-on projects and enagagement"
972,This has been one of the best courses ever. A really good insight into big data. I will recommend it to all people trying to get into data scientist.
973,I have enrolled in this twice but can't see the course content. Every time I click go to course I get directed to the description of the course. Where are the lecture videos and other course content?
974,Lot of learning in this course compared to the first two courses. 
975,Big data integration and processing is a very nice theoretical course on big data integrations systems and also includes a bunch of practical exercises with big data integration products. The assignments including mongodb and apache spark are worth doing. 
976,Very good course and professors. I recommend it. 
977,"Poor presentation of topics, I don't recommend."
978,I found this course like the others. I really liked the hands on labs. It gave a real feel for the programs being explained
979,I learned a lot of implementation of the techniques and concepts that were covered earlier. A great experience.
980,Lots of learning of programming Spark and MongoDB
981,"The course was good enough...but exercises were very simple. Only the final course was little bit challenging. For a guy that sits in IT business for a while it's rather too simple. Besides, I've learned spark basics which is super cool...so thanks for thatMaybe you could consider to build docker image instead of using virtual machines. VM is ok, but I think that docker can simplify all the stuff without necessary downloading, installations etc.Looking forward to the next spark challenges :)"
982,Lots of good hands-on and explanation...
983,"Goog hands-on and assessments, i like it and it took me sometime and reading to solve itThanks"
984,course is very good. Excercises are very good. learnt alot about the mongodb and spark sql and RDD's
985,"interesting course, I learned a lot about MongoDB "
986,"Programming instructions were not clear, and the version of Python that was installed on my machine did not support the Jupy"
987,a wide spectrum of tools practiced. awesome!
988,"The last assignment of the course is, compared to the others, more difficult. In my case, I ran into several errors which I couldn't get help in solving by using the course Forum, as the end of course deadline was just a few days ahead. I had to analyze the tweet texts for the last graded assignment without using Spark framework (nor any of the other Big Data tools explored in the course).I also found some of the videos by PhD. Amarnath Gupta were difficult to understand, his examples were unclear and, in my opinion, too complex and difficult to follow and understand what was the reasoning thread. "
989,"some of the stuff was not mentioned properly, like for last quiz how to expoert data from mongodb"
990,I miss a proper buildup from the theory to the practical exercises. Especially the last quiz I found very difficult based on the limited number of exercises presented upfront.
991,Good amount of theory and also hands-on exercises with some of the tools.
992,This course is great!!! I love the handson most. Working with tweet text was really challenging for me but it was worth the time and effort. 
993,Very well explained!! This course and specialization are really good!
994,Excelent practical course
995,The Spark introduction and exercises were good. It would be an added advantage if the final steps/answers also get published. 
996,"The assessments are quite tough compared to the course examples. Moreover, some programming basics should be given or made to understand, especially in Spark, as these are very"
997,"The best course so far (still not doing 4,5,6). It is more complex than the first two."
998,wonderful course but information much more condense for beginners for this course is hard because lots of error and even no solution on cloudera community blog. first experience with Mongodb after this course i am able to say that yes i have knowledge how to work with mongo and spark at beginners level. 
999,Content was good however we need to get more support on hands on as sometime we feel that we are stuck due to non availability of the right 
1000,"Some of the lectures seemed slightly lesser quality with regards to the materials. For moocs especially, I would like to have the lecture better documented in order to download and review later."
1001,excellent.congratulations
1002,"I had a considerable difficulty with the last exercise because it seams to aim to a different level of students than the ones that followed the rest of the course. I would suggest to put the rest of the course, videos, exercises, etc. to the level of the fine_project which, in my opinion, is the correct level."
1003,"Poorly designed, no help whatsoever from the staff, Forum is totally worthless. Worst course I ever had on Coursera."
1004,"I feel the contents of this course were great, no second thought on it. It makes your concepts crystal clear. But faced lots of issues during practicing the hands on exercises and did not get proper feedback or response on any of the queries."
1005,"It was a good course, different data sources and spark in action"
1006,The lectures were very structured and informative. The quizes were challenging. The final week was demanding and fleshed out concepts
1007,It was a very helpful course in understanding of the Big Data Integration and Processing. Learned a lot. Thanks to the instructors and Coursera team.
1008,I had many problems with the final two programming assignments with running Spark in the VM and there isn't a lot of help available online. 
1009,Good last week practice!!
1010,"Very challenging, specially in the week 6 quizzes where a lot of researching took place in order to pass it. "
1011,Excellent..but not easy. Be prepared to have to do some research! But hey....isn't that part of being a data scientist!
1012, Great course! The practices were very useful to me to understand the subjects. 
1013,Awful
1014,"The final assessment somewhat not really well designed, imho."
1015,Needs more depth. Instructors should reference more external readings since the lectures are brief.
1016,Good experience of using the big data tools but a total lack of engagement in the forums by the instructors and community mentors make it hard going if anything goes wrong. The final quiz took me over 8 hours mostly because there was no one to ask for hints when I was totally stuck and confused! 
1017,Best course
1018,"Course is well balanced between theory and practical exercises. Assignments in week 6 for me was challenging but very instructive. I learned many interesting, and useful in real world, things."
1019,"Overall this course does have some good content and delivers big data concepts. However, as others have mentioned some content (especially in early modules) could either be combined or ommited. Key focus areas on Spark and MongoDB are not given enough focus and lab time. The quizes have badly worded questions. Finally the last assignment required to pass the class has bad directions and covers content not reviewed in the class. Spent a frustrating amount of time trying to get what most likely is simple code to work. I'm hoping this particular module is revised. For those just interested in learning Spark or Mongo and not doing the certificate program you can probably get better learning from doing your own research."
1020,Great course !!!
1021,I recommend more practical work but as an introductory course it is OK.
1022,Quizes are inconsistent with given dataset. Questions are bad: i.e. what is the difference between number of distinct countries mentioned and number of countries mentioned in tweets.
1023,"This is a very descent to understand MongoDB and Apache Spark. It contains hands on assignments will will allow you to learn how to handle these two software. The course is introductory level, and I recommend this course to people who have not used MongoDB and Apache Spark."
1024,It's good
1025,I tried giving zero stars. This course is very poor. In particular the last portion of the class wherein you are tested on things that were not taught. If I had wanted to spend hours in google trying to learn this stuff I would not have spent money on this course.
1026,"Loved it! Very practical and hands-on, with a variety of platforms used on practical examples. I'm off to analyse some social media data soon just for fun :)"
1027,"Best course taking into account the first three. Good material, more in depth than the other ones. Very well explained. Useful to get a sense of various interesting topics and orientative."
1028,"I felt this module, like most, represented good value for money. It's obviously not exhaustive, but you shouldn't expect it to be for the price.The final quiz was a nice challenge and struck a good balance between course material and requiring you to research information online."
1029,The course cost too much for the gain of knowledge. Feels like this course could be merge with the first or the third course.
1030,"Forcing users to install demo software which requires a registration is just too lame.Other than that, courser is very boring, introductory, jumps constantly between things and doesn't explain much. Stack overflow and 2 hours would do a better job."
1031,"The virtual machine for running the environment is, at start, a good idea. But even with 8 core i7 with 8G of RAM laptop, it was sometime painful to process the exercices. Maybe an ubuntu/virtualbox/laptop compatibility..."
1032,"Curso notable, completo y did??ctico. Sin embargo algunas tareas se hacen muy complicadas para aquellos sin experiencia ni conocimiento amplio en materia de programaci??n, ya que las instrucciones no ayudan por completo para aquellos m??s inexpertos. "
1033,The final quiz was a bit tough and needed understanding and googling
1034,"Very interesting course, and a good practical exercise at the end"
1035,"What a great relief, after passing that last quiz, it took my entire Memorial Day weekend, after the Microsoft Windows 10 Creators upgrade totally ruined my Virtualbox installation for the Cloudera QuickStart VM. Looks like that is a very very good quiz. "
1036,"Great course, only a bit difficult on Spark assignment for the people that are not familiar (or a bit rusty) with python and programming.Thanks againluca"
1037,It was A greate course 
1038,Excellent!
1039,the quiz at the end is impossible to solve with the course content.
1040,"Excellent course design, it gives you basic of MongoDB, Splunk and Apache Spark. Happy learning and think BIG DATA"
1041,"Very good course, and challenging, by the way. Thanks a lot!"
1042,Excellent course and very demanding! I really enjoyed. 
1043,Get a better description in the week 6
1044,"the course content is critical and as it appears in many interviews, and the fundamental understanding is important for beginners to learn this new area. however I think the software (spark or mongoDB) can be taught in a more systematic way (at least point out some resources that can help people learn them based on individual needs). I understand this course is for beginners and people supposed to learn deeper on themselves. but a road map will be helpful and reduce the pain finishing the tests."
1045,I enjoyed this course. I learnt a lot of stuff about Big Data processing in a simple and clear way.
1046,Pros: covers lots of good topics about Big DataCons: No real big data exercise
1047,"We need more exercises to use phyton and spark because with only the examples the hands on quizes are very complicated and I feel that I'm not understanding very well how to use the bigdata tools, is more like error and proof than real learningthanks a lot!!!"
1048,The materials explaining the course are too poor. This is a core course in the specialization.The quizzes are out of the material's league
1049,"Very Good Course! I'd never used spark before, and doing (and passing) the assignment on it was very rewarding!"
1050,"This course is more hands on than previous courses, I've found it very interesting and useful"
1051,"I think the last project was very badly positioned and explained. First the Coursera is using Cloudera VM, but if you execute and run the Cloudera Express to set the Cloundera environment up the Coursea exercises do not run There should be a warning!. If you do then the simplest Jupyter exercise it fails - this took me about 10 hours to figure out.Then for the final Project, technically to succeed you must miss country names in all lower case and you cannot match with countries with a 'space' e.g. 'Cape Verdi' and if you try to take any of this into account you do not get the same numbers to pass the test. There needs to be some warning on how to interpret and manage the files so that you get the same numbers being asked for in the test. Again this too me about 10 hours to resolve. Both resolutions ONLY because another colleague is doing the same course and we problem solved together. THIS IS AN AWFUL EXERCISE in frustration due to incomplete details. Not a learning exercise. Just AWFUL...."
1052,One of the best ways to start to be in contact with the real Big Data Tools
1053,Thank you. Spark in this course is very helpful.
1054,Course was excellent. I liked the hands on sessions the most. Not too easy and not too difficult. They encourage you to explore more and learn more.
1055,"The course and presentations were very informational and good. I enjoyed that aspect. I would have rated the course 4-5 star based on that. The reason for the low rating was the 6th module, and the fact that I felt very ill prepared for the syntax of creating all the operations in Spark (building out the Jupiter notebook). We really did not cover much of that, and it was quite punishing to search the web and sources to make things work. Even the instructions to export the csv file were misleading at best. I have a full time job and a family, I am not some young undergraduate with copious amounts of time to waste. While I am not opposed to some searching of other sources, I would like to have more of the useful information taught so that it is not so much of a burden. I believe that if you are going to test people on something, you should at least cover it in some sense."
1056,The VM doesn't work out of the box sometimes for the hands on activities
1057,"A little slower than the last ones, not my favorite but great use of hands-on projects and enagagement"
1058,Lot of learning in this course compared to the first two courses. 
1059,Big data integration and processing is a very nice theoretical course on big data integrations systems and also includes a bunch of practical exercises with big data integration products. The assignments including mongodb and apache spark are worth doing. 
1060,Very good course and professors. I recommend it. 
1061,I found this course like the others. I really liked the hands on labs. It gave a real feel for the programs being explained
1062,I learned a lot of implementation of the techniques and concepts that were covered earlier. A great experience.
1063,Lots of learning of programming Spark and MongoDB
1064,"The course was good enough...but exercises were very simple. Only the final course was little bit challenging. For a guy that sits in IT business for a while it's rather too simple. Besides, I've learned spark basics which is super cool...so thanks for thatMaybe you could consider to build docker image instead of using virtual machines. VM is ok, but I think that docker can simplify all the stuff without necessary downloading, installations etc.Looking forward to the next spark challenges :)"
1065,Lots of good hands-on and explanation...
1066,"Goog hands-on and assessments, i like it and it took me sometime and reading to solve itThanks"
1067,course is very good. Excercises are very good. learnt alot about the mongodb and spark sql and RDD's
1068,"interesting course, I learned a lot about MongoDB "
1069,"Programming instructions were not clear, and the version of Python that was installed on my machine did not support the Jupy"
1070,a wide spectrum of tools practiced. awesome!
1071,"The last assignment of the course is, compared to the others, more difficult. In my case, I ran into several errors which I couldn't get help in solving by using the course Forum, as the end of course deadline was just a few days ahead. I had to analyze the tweet texts for the last graded assignment without using Spark framework (nor any of the other Big Data tools explored in the course).I also found some of the videos by PhD. Amarnath Gupta were difficult to understand, his examples were unclear and, in my opinion, too complex and difficult to follow and understand what was the reasoning thread. "
1072,"some of the stuff was not mentioned properly, like for last quiz how to expoert data from mongodb"
1073,I miss a proper buildup from the theory to the practical exercises. Especially the last quiz I found very difficult based on the limited number of exercises presented upfront.
1074,Good amount of theory and also hands-on exercises with some of the tools.
1075,This course is great!!! I love the handson most. Working with tweet text was really challenging for me but it was worth the time and effort. 
1076,Very well explained!! This course and specialization are really good!
1077,Excelent practical course
1078,The Spark introduction and exercises were good. It would be an added advantage if the final steps/answers also get published. 
1079,"The assessments are quite tough compared to the course examples. Moreover, some programming basics should be given or made to understand, especially in Spark, as these are very"
1080,"The best course so far (still not doing 4,5,6). It is more complex than the first two."
1081,wonderful course but information much more condense for beginners for this course is hard because lots of error and even no solution on cloudera community blog. first experience with Mongodb after this course i am able to say that yes i have knowledge how to work with mongo and spark at beginners level. 
1082,Content was good however we need to get more support on hands on as sometime we feel that we are stuck due to non availability of the right 
1083,"Some of the lectures seemed slightly lesser quality with regards to the materials. For moocs especially, I would like to have the lecture better documented in order to download and review later."
1084,"I had a considerable difficulty with the last exercise because it seams to aim to a different level of students than the ones that followed the rest of the course. I would suggest to put the rest of the course, videos, exercises, etc. to the level of the fine_project which, in my opinion, is the correct level."
1085,"Poorly designed, no help whatsoever from the staff, Forum is totally worthless. Worst course I ever had on Coursera."
1086,"I feel the contents of this course were great, no second thought on it. It makes your concepts crystal clear. But faced lots of issues during practicing the hands on exercises and did not get proper feedback or response on any of the queries."
1087,"It was a good course, different data sources and spark in action"
1088,The lectures were very structured and informative. The quizes were challenging. The final week was demanding and fleshed out concepts
1089,It was a very helpful course in understanding of the Big Data Integration and Processing. Learned a lot. Thanks to the instructors and Coursera team.
1090,I had many problems with the final two programming assignments with running Spark in the VM and there isn't a lot of help available online. 
1091,Good last week practice!!
1092,"Very challenging, specially in the week 6 quizzes where a lot of researching took place in order to pass it. "
1093,Excellent..but not easy. Be prepared to have to do some research! But hey....isn't that part of being a data scientist!
1094, Great course! The practices were very useful to me to understand the subjects. 
1095,Awful
1096,"The final assessment somewhat not really well designed, imho."
1097,Needs more depth. Instructors should reference more external readings since the lectures are brief.
1098,Good experience of using the big data tools but a total lack of engagement in the forums by the instructors and community mentors make it hard going if anything goes wrong. The final quiz took me over 8 hours mostly because there was no one to ask for hints when I was totally stuck and confused! 
1099,"Course is well balanced between theory and practical exercises. Assignments in week 6 for me was challenging but very instructive. I learned many interesting, and useful in real world, things."
1100,"Overall this course does have some good content and delivers big data concepts. However, as others have mentioned some content (especially in early modules) could either be combined or ommited. Key focus areas on Spark and MongoDB are not given enough focus and lab time. The quizes have badly worded questions. Finally the last assignment required to pass the class has bad directions and covers content not reviewed in the class. Spent a frustrating amount of time trying to get what most likely is simple code to work. I'm hoping this particular module is revised. For those just interested in learning Spark or Mongo and not doing the certificate program you can probably get better learning from doing your own research."
1101,Great course !!!
1102,I recommend more practical work but as an introductory course it is OK.
1103,Quizes are inconsistent with given dataset. Questions are bad: i.e. what is the difference between number of distinct countries mentioned and number of countries mentioned in tweets.
1104,"This is a very descent to understand MongoDB and Apache Spark. It contains hands on assignments will will allow you to learn how to handle these two software. The course is introductory level, and I recommend this course to people who have not used MongoDB and Apache Spark."
1105,It's good
1106,I tried giving zero stars. This course is very poor. In particular the last portion of the class wherein you are tested on things that were not taught. If I had wanted to spend hours in google trying to learn this stuff I would not have spent money on this course.
1107,"Loved it! Very practical and hands-on, with a variety of platforms used on practical examples. I'm off to analyse some social media data soon just for fun :)"
1108,"I felt this module, like most, represented good value for money. It's obviously not exhaustive, but you shouldn't expect it to be for the price.The final quiz was a nice challenge and struck a good balance between course material and requiring you to research information online."
1109,The course cost too much for the gain of knowledge. Feels like this course could be merge with the first or the third course.
1110,"Forcing users to install demo software which requires a registration is just too lame.Other than that, courser is very boring, introductory, jumps constantly between things and doesn't explain much. Stack overflow and 2 hours would do a better job."
1111,The Course assignments are challenging. Thank you
1112,I really liked the course. I learned a lot.
1113,"An Awesome tutorial to start learning Data science using Python and its Libraries ( NUMPY, PANDAS and etc...)"
1114,"The course is great for senior data analyst. However, you need to learn by yourself probability and statistics because they do not cover them in this course."
1115,Awesome !!!
1116,Tough speed - learning effect created by the weekly assignments. Good start into data sience.
1117,"The course is overall very good and is definitely a very complete introduction to the topic.Sometimes I found the pace of the course a bit too fast: it's quite difficult to focus on the Professor's explanations and, at the very same time, follow the commands typed on the jupyter notebook (not to mention reproducing them on my own!!). The python exercises are overall quite well done, even though in some parts they could benefit from clearer explanations (thankfully almost always provided in the discussion section). Be careful that often the programming assignments go beyond what has been explained in the lectures and therefore require an active search in the documentation, on online forum such as stack overflow or in the resources section."
1118,Gained a lot of knowledge on using the pandas library in a short time. Introduced interesting topics on different data science topics like Goodhart's law etc.
1119,"Excellent course, the teacher gives clear introduction, and the exercise is very useful to train our skill. I have no hesitation to recommend it to my classmates."
1120,"Great introductory course on data science in python. However, the final projects diverts significantly from the course material, requiring vast amounts of self-study for someone new to Python. Definitely learned a lot in this course."
1121,"The videos are not so comprehensive! but by doing exercises, your coding skills will improve."
1122,Thanks
1123,simply the best intro to data science!
1124,Very well prepared. 4 stars because it only scratches the surface of data wrangling with Pandas. I'd love to see more comprehensive course about Pandas.
1125,"Excellent introductory course to Pandas. Four stars because the pace of the videos are too fast and the assignments requires, sometimes, excesive individual learning. Hopefully the info found in the forums is very helpfull. "
1126,Very good starter on learning the basics for python data analysis.
1127,"Not a bad starter, considering it's a free course, but the lectures were somewhat short. Some things from lectures and tasks were pretty discouraging. For example, on week 4 there is a task that culminates in doing a T-test, but all that the lecturer says about it is I'm not going to go into detail here, read wikipedia page or take a statistics course to know what the t-test is. Well, it's definitely not a nice thing to say on an introductory course. Same goes to Pearson correlation coefficient - it's in the task, but not explained anywhere on the course. Not all of us have a background in statistics.Tasks are implemented in the form of IPython notebooks (essentially a web page where one can write Python code) and rated by an automated rater, which sometimes gives good clues, but sometimes result was incorrect is all you get in response. What I felt was not very convenient is that the rater is asynchronous - you can't run it directly on your current notebook, you have to send your work to be rated using a special button instead. Then after some minutes yo can see the result on a separate page. It works, but slows down the process a bit."
1128,The course was wonderful. Really helped in understanding what Data Science is about.
1129,"Very interesting course, with good assignments. It's a nice introduction to Python."
1130,Too many things to learn. The best Python course I've had so far!!
1131,very good course and the lecturer is very good.
1132,The course is quite challenging on weekly assignments. I learned a lot striving to pass.
1133,"Great experience , online video's explained the idea of the concept but the learner need to practice off line mode a lot to get through all the concepts listed in the course and assignment. these practices will improve self learning skill and confidence. Thank you."
1134,Excellent course. Well-organized lecture material and extremely relevant intro to Python and Pandas.
1135,good intro
1136,Good introduction to Pandas library
1137,Very helpful in learning Pandas. Overall a very well designed short course. The only minor difficulty I had was HW submission. It took some time to figure out what could be wrong.
1138,Great intro course for Python!
1139,Good. I learned lots of things from this course
1140,Tough course for a Introduction to... course title. Good support resources saved the day. Learnt from doing the assignments and following the tips from the teaching staff. Very practical assignments. Gave a flavor of what data science work involves. Challenging and engaging. The course videos are very well produced. Prof. Brooks is motivating and energizing. The course also gave a human dimension to the work of data science. Thank you.
1141,"Good course; a great intro to relevant concepts with guidance towards realistic tasks. Only negative is that sometimes problems are unclear (maybe its just me) and spent too much time trying to get outputs exactly right to pass auto-grader. Good experience, and I plan on continuing with the specialization."
1142,"This is a very helpful course. The main advantage is that you will learn a lot of new ways to do operations over data. And this is an intermediary course that assumes that you already know about statistics, mathematics behind data. From my experience I want to tell that if you are taking this course don't just rely on the video this course provide (however videos gives you full context on the work that has to be done), you have to do your own research and reading from external sources too. "
1143,"The explanation and content in teaching video is too brief for the assignment. It cannot not provide sufficient concept and knowledge for student to complete it, especially who not familiar with pandas."
1144,"Course was good , i wish number of exercises were more."
